experiment_id,scenario,mechanism,status,sample_dir,source_run,rounds,duration_seconds,started_at,ended_at,issue_type,last_observed,next_action,config,runner,notes,quality_status,quality_reason,analysis_status,analysis_missing_items
EquityPremium__Rule,EquityPremium,Rule,runtime_success_full_200_level2_audited,samples/EquityPremium/Rule,samples/EquityPremium/Rule,configured_full,60.006,2026-05-22T03:51:22,2026-05-22T03:52:22,,,,samples/EquityPremium/Rule/config/simulation.yml,examples/EquityPremium/Rule/run_equity_premium.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
EquityPremium__LLM,EquityPremium,LLM,runtime_success_full_200_level2_audited,samples/EquityPremium/LLM,samples/EquityPremium/LLM,configured_full,10150.943,2026-05-23T20:10:57,2026-05-23T23:00:08,,,,samples/EquityPremium/LLM/config/simulation.yml,examples/EquityPremium/LLM/run_equity_premium_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
EquityPremium__RuleLLM,EquityPremium,RuleLLM,runtime_success_full_200_level2_audited,samples/EquityPremium/RuleLLM,samples/EquityPremium/RuleLLM,configured_full,5130.401,2026-05-23T01:12:04,2026-05-23T02:37:34,,,,samples/EquityPremium/RuleLLM/config/simulation.yml,examples/EquityPremium/RuleLLM/run_equity_premium_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
EquityPremium__Rag,EquityPremium,Rag,runtime_success_full_200_level2_audited,samples/EquityPremium/Rag,samples/EquityPremium/Rag,configured_full,8700.65,2026-05-22T15:48:27,2026-05-22T18:13:28,,,,samples/EquityPremium/Rag/config/simulation.yml,examples/EquityPremium/Rag/run_equity_premium_ragllm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
EuropeanDebtCrisis__Rule,EuropeanDebtCrisis,Rule,runtime_success_full_200_level2_audited,samples/EuropeanDebtCrisis/Rule,samples/EuropeanDebtCrisis/Rule,configured_full,40.003,2026-05-22T03:52:22,2026-05-22T03:53:02,,,,samples/EuropeanDebtCrisis/Rule/config/simulation.yml,examples/EuropeanDebtCrisis/Rule/run_europeandebtcrisis.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
EuropeanDebtCrisis__LLM,EuropeanDebtCrisis,LLM,runtime_success_full_200_level2_audited,samples/EuropeanDebtCrisis/LLM,samples/EuropeanDebtCrisis/LLM,configured_full,6260.435,2026-05-23T18:20:17,2026-05-23T20:04:37,,,,samples/EuropeanDebtCrisis/LLM/config/simulation.yml,examples/EuropeanDebtCrisis/LLM/run_europeandebtcrisis_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
EuropeanDebtCrisis__RuleLLM,EuropeanDebtCrisis,RuleLLM,runtime_success_full_200_level2_audited,samples/EuropeanDebtCrisis/RuleLLM,samples/EuropeanDebtCrisis/RuleLLM,configured_full,5770.429,2026-05-23T16:18:57,2026-05-23T17:55:07,,,,samples/EuropeanDebtCrisis/RuleLLM/config/simulation.yml,examples/EuropeanDebtCrisis/RuleLLM/run_europeandebtcrisis_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
EuropeanDebtCrisis__Rag,EuropeanDebtCrisis,Rag,runtime_success_full_200_level2_audited,samples/EuropeanDebtCrisis/Rag,samples/EuropeanDebtCrisis/Rag,configured_full,7920.542,2026-05-22T18:13:28,2026-05-22T20:25:28,,,,samples/EuropeanDebtCrisis/Rag/config/simulation.yml,examples/EuropeanDebtCrisis/Rag/run_europeandebtcrisis_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
FlashCrash__Rule,FlashCrash,Rule,runtime_success_full_200_level2_audited,samples/FlashCrash/Rule,samples/FlashCrash/Rule,configured_full,60.004,2026-05-22T03:53:02,2026-05-22T03:54:02,,,,samples/FlashCrash/Rule/config/simulation.yml,examples/FlashCrash/Rule/run_flash_crash.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
FlashCrash__LLM,FlashCrash,LLM,runtime_success_full_200_level2_audited,samples/FlashCrash/LLM,samples/FlashCrash/LLM,configured_full,5680.374,2026-05-22T18:49:52,2026-05-22T20:24:33,,,,samples/FlashCrash/LLM/config/simulation.yml,examples/FlashCrash/LLM/run_flash_crash_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
FlashCrash__RuleLLM,FlashCrash,RuleLLM,runtime_success_full_200_level2_audited,samples/FlashCrash/RuleLLM,samples/FlashCrash/RuleLLM,configured_full,25262.048,2026-05-23T19:26:38,2026-05-24T02:27:40,,,,samples/FlashCrash/RuleLLM/config/simulation.yml,examples/FlashCrash/RuleLLM/run_flash_crash_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
FlashCrash__Rag,FlashCrash,Rag,runtime_success_full_200_level2_audited,samples/FlashCrash/Rag,samples/FlashCrash/Rag,configured_full,7570.676,2026-05-23T16:22:13,2026-05-23T18:28:24,,,,samples/FlashCrash/Rag/config/simulation.yml,examples/FlashCrash/Rag/run_flash_crash_ragllm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
FlashCrash2010__Rule,FlashCrash2010,Rule,runtime_success_full_200_level2_audited,samples/FlashCrash2010/Rule,samples/FlashCrash2010/Rule,configured_full,60.004,2026-05-22T03:54:02,2026-05-22T03:55:02,,,,samples/FlashCrash2010/Rule/config/simulation.yml,examples/FlashCrash2010/Rule/run_flashcrash2010.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
FlashCrash2010__LLM,FlashCrash2010,LLM,runtime_success_full_200_level2_audited,samples/FlashCrash2010/LLM,samples/FlashCrash2010/LLM,configured_full,5470.454,2026-05-23T17:55:17,2026-05-23T19:26:28,,,,samples/FlashCrash2010/LLM/config/simulation.yml,examples/FlashCrash2010/LLM/run_flashcrash2010_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
FlashCrash2010__RuleLLM,FlashCrash2010,RuleLLM,runtime_success_full_200_level2_audited,samples/FlashCrash2010/RuleLLM,samples/FlashCrash2010/RuleLLM,configured_full,5810.477,2026-05-23T01:16:21,2026-05-23T02:53:12,,,,samples/FlashCrash2010/RuleLLM/config/simulation.yml,examples/FlashCrash2010/RuleLLM/run_flashcrash2010_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
FlashCrash2010__Rag,FlashCrash2010,Rag,runtime_success_full_200_level2_audited,samples/FlashCrash2010/Rag,samples/FlashCrash2010/Rag,configured_full,7720.598,2026-05-23T19:19:25,2026-05-23T21:28:06,,,,samples/FlashCrash2010/Rag/config/simulation.yml,examples/FlashCrash2010/Rag/run_flashcrash2010_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
FramingEffect__Rule,FramingEffect,Rule,runtime_success_full_200_level2_audited,samples/FramingEffect/Rule,samples/FramingEffect/Rule,configured_full,40.012,2026-05-22T03:43:06,2026-05-22T03:43:46,,,,samples/FramingEffect/Rule/config/simulation.yml,examples/FramingEffect/Rule/run_framingeffect.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
FramingEffect__LLM,FramingEffect,LLM,runtime_success_full_200_level2_audited,samples/FramingEffect/LLM,samples/FramingEffect/LLM,configured_full,3411.184,2026-05-22T04:43:21,2026-05-22T05:40:12,,,,samples/FramingEffect/LLM/config/simulation.yml,examples/FramingEffect/LLM/run_framingeffect_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
FramingEffect__RuleLLM,FramingEffect,RuleLLM,runtime_success_full_200_level2_audited,samples/FramingEffect/RuleLLM,samples/FramingEffect/RuleLLM,configured_full,1600.622,2026-05-23T01:16:10,2026-05-23T01:42:50,,,,samples/FramingEffect/RuleLLM/config/simulation.yml,examples/FramingEffect/RuleLLM/run_framingeffect_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
FramingEffect__Rag,FramingEffect,Rag,runtime_success_full_200_level2_audited,samples/FramingEffect/Rag,samples/FramingEffect/Rag,configured_full,4001.167,2026-05-22T05:03:28,2026-05-22T06:10:09,,,,samples/FramingEffect/Rag/config/simulation.yml,examples/FramingEffect/Rag/run_framingeffect_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
GFC2008__Rule,GFC2008,Rule,runtime_success_full_200_level2_audited,samples/GFC2008/Rule,samples/GFC2008/Rule,configured_full,40.012,2026-05-22T03:43:46,2026-05-22T03:44:26,,,,samples/GFC2008/Rule/config/simulation.yml,examples/GFC2008/Rule/run_gfc2008.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
GFC2008__LLM,GFC2008,LLM,runtime_success_full_200_level2_audited,samples/GFC2008/LLM,samples/GFC2008/LLM,configured_full,4331.555,2026-05-22T05:40:12,2026-05-22T06:52:24,,,,samples/GFC2008/LLM/config/simulation.yml,examples/GFC2008/LLM/run_gfc2008_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
GFC2008__RuleLLM,GFC2008,RuleLLM,runtime_success_full_200_level2_audited,samples/GFC2008/RuleLLM,samples/GFC2008/RuleLLM,configured_full,4661.767,2026-05-22T05:34:45,2026-05-22T06:52:27,,,,samples/GFC2008/RuleLLM/config/simulation.yml,examples/GFC2008/RuleLLM/run_gfc2008_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
GFC2008__Rag,GFC2008,Rag,runtime_success_full_200_level2_audited,samples/GFC2008/Rag,samples/GFC2008/Rag,configured_full,5542.079,2026-05-22T06:10:09,2026-05-22T07:42:31,,,,samples/GFC2008/Rag/config/simulation.yml,examples/GFC2008/Rag/run_gfc2008_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
GamblerFallacy__Rule,GamblerFallacy,Rule,runtime_success_full_200_level2_audited,samples/GamblerFallacy/Rule,samples/GamblerFallacy/Rule,configured_full,40.011,2026-05-22T03:44:26,2026-05-22T03:45:06,,,,samples/GamblerFallacy/Rule/config/simulation.yml,examples/GamblerFallacy/Rule/run_gamblerfallacy.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
GamblerFallacy__LLM,GamblerFallacy,LLM,runtime_success_full_200_level2_audited,samples/GamblerFallacy/LLM,samples/GamblerFallacy/LLM,configured_full,2100.797,2026-05-22T06:52:24,2026-05-22T07:27:25,,,,samples/GamblerFallacy/LLM/config/simulation.yml,examples/GamblerFallacy/LLM/run_gamblerfallacy_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
GamblerFallacy__RuleLLM,GamblerFallacy,RuleLLM,runtime_success_full_200_level2_audited,samples/GamblerFallacy/RuleLLM,samples/GamblerFallacy/RuleLLM,configured_full,3251.333,2026-05-22T06:52:27,2026-05-22T07:46:38,,,,samples/GamblerFallacy/RuleLLM/config/simulation.yml,examples/GamblerFallacy/RuleLLM/run_gamblerfallacy_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
GamblerFallacy__Rag,GamblerFallacy,Rag,runtime_success_full_200_level2_audited,samples/GamblerFallacy/Rag,samples/GamblerFallacy/Rag,configured_full,4101.319,2026-05-22T07:42:31,2026-05-22T08:50:52,,,,samples/GamblerFallacy/Rag/config/simulation.yml,examples/GamblerFallacy/Rag/run_gamblerfallacy_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
GameStopShortSqueeze__Rule,GameStopShortSqueeze,Rule,runtime_success_full_200_level2_audited,samples/GameStopShortSqueeze/Rule,samples/GameStopShortSqueeze/Rule,configured_full,40.004,2026-05-22T03:45:06,2026-05-22T03:45:46,,,,samples/GameStopShortSqueeze/Rule/config/simulation.yml,examples/GameStopShortSqueeze/Rule/run_gamestopshortsqueeze.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
GameStopShortSqueeze__LLM,GameStopShortSqueeze,LLM,runtime_success_full_200_level2_audited,samples/GameStopShortSqueeze/LLM,samples/GameStopShortSqueeze/LLM,configured_full,7621.396,2026-05-22T07:27:25,2026-05-22T09:34:26,,,,samples/GameStopShortSqueeze/LLM/config/simulation.yml,examples/GameStopShortSqueeze/LLM/run_gamestopshortsqueeze_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
GameStopShortSqueeze__RuleLLM,GameStopShortSqueeze,RuleLLM,runtime_success_full_200_level2_audited,samples/GameStopShortSqueeze/RuleLLM,samples/GameStopShortSqueeze/RuleLLM,configured_full,5140.839,2026-05-22T07:46:38,2026-05-22T09:12:19,,,,samples/GameStopShortSqueeze/RuleLLM/config/simulation.yml,examples/GameStopShortSqueeze/RuleLLM/run_gamestopshortsqueeze_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
GameStopShortSqueeze__Rag,GameStopShortSqueeze,Rag,runtime_success_full_200_level2_audited,samples/GameStopShortSqueeze/Rag,samples/GameStopShortSqueeze/Rag,configured_full,19871.623,2026-05-22T08:50:52,2026-05-22T14:22:04,,,,samples/GameStopShortSqueeze/Rag/config/simulation.yml,examples/GameStopShortSqueeze/Rag/run_gamestopshortsqueeze_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
HerdEffect__Rule,HerdEffect,Rule,runtime_success_full_200_level2_audited,samples/HerdEffect/Rule,samples/HerdEffect/Rule,configured_full,60.004,2026-05-22T03:45:46,2026-05-22T03:46:46,,,,samples/HerdEffect/Rule/config/simulation.yml,examples/HerdEffect/Rule/run_herd.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
HerdEffect__LLM,HerdEffect,LLM,runtime_success_full_200_level2_audited,samples/HerdEffect/LLM,samples/HerdEffect/LLM,configured_full,12380.974,2026-05-22T09:34:26,2026-05-22T13:00:47,,,,samples/HerdEffect/LLM/config/simulation.yml,examples/HerdEffect/LLM/run_herd_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
HerdEffect__RuleLLM,HerdEffect,RuleLLM,runtime_success_full_200_level2_audited,samples/HerdEffect/RuleLLM,samples/HerdEffect/RuleLLM,configured_full,23241.807,2026-05-22T09:12:19,2026-05-22T15:39:41,,,,samples/HerdEffect/RuleLLM/config/simulation.yml,examples/HerdEffect/RuleLLM/run_herd_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
HerdEffect__Rag,HerdEffect,Rag,runtime_success_full_200_level2_audited,samples/HerdEffect/Rag,samples/HerdEffect/Rag,configured_full,14801.211,2026-05-22T14:22:04,2026-05-22T18:28:45,,,,samples/HerdEffect/Rag/config/simulation.yml,examples/HerdEffect/Rag/run_herd_effect_ragllm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
HerdingInformation__Rule,HerdingInformation,Rule,runtime_success_full_200_level2_audited,samples/HerdingInformation/Rule,samples/HerdingInformation/Rule,configured_full,40.007,2026-05-22T03:46:46,2026-05-22T03:47:26,,,,samples/HerdingInformation/Rule/config/simulation.yml,examples/HerdingInformation/Rule/run_herdinginformation.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
HerdingInformation__LLM,HerdingInformation,LLM,runtime_success_full_200_level2_audited,samples/HerdingInformation/LLM,samples/HerdingInformation/LLM,configured_full,5170.971,2026-05-22T13:00:47,2026-05-22T14:26:58,,,,samples/HerdingInformation/LLM/config/simulation.yml,examples/HerdingInformation/LLM/run_herdinginformation_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
HerdingInformation__RuleLLM,HerdingInformation,RuleLLM,runtime_success_full_200_level2_audited,samples/HerdingInformation/RuleLLM,samples/HerdingInformation/RuleLLM,configured_full,3310.63,2026-05-22T15:39:41,2026-05-22T16:34:51,,,,samples/HerdingInformation/RuleLLM/config/simulation.yml,examples/HerdingInformation/RuleLLM/run_herdinginformation_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
HerdingInformation__Rag,HerdingInformation,Rag,runtime_success_full_200_level2_audited,samples/HerdingInformation/Rag,samples/HerdingInformation/Rag,configured_full,2870.567,2026-05-22T18:28:45,2026-05-22T19:16:36,,,,samples/HerdingInformation/Rag/config/simulation.yml,examples/HerdingInformation/Rag/run_herdinginformation_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
HindsightBias__Rule,HindsightBias,Rule,runtime_success_full_200_level2_audited,samples/HindsightBias/Rule,samples/HindsightBias/Rule,configured_full,40.007,2026-05-22T03:47:26,2026-05-22T03:48:06,,,,samples/HindsightBias/Rule/config/simulation.yml,examples/HindsightBias/Rule/run_hindsightbias.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
HindsightBias__LLM,HindsightBias,LLM,runtime_success_full_200_level2_audited,samples/HindsightBias/LLM,samples/HindsightBias/LLM,configured_full,4110.784,2026-05-22T14:26:58,2026-05-22T15:35:29,,,,samples/HindsightBias/LLM/config/simulation.yml,examples/HindsightBias/LLM/run_hindsightbias_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
HindsightBias__RuleLLM,HindsightBias,RuleLLM,runtime_success_full_200_level2_audited,samples/HindsightBias/RuleLLM,samples/HindsightBias/RuleLLM,configured_full,2960.581,2026-05-22T16:34:51,2026-05-22T17:24:12,,,,samples/HindsightBias/RuleLLM/config/simulation.yml,examples/HindsightBias/RuleLLM/run_hindsightbias_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
HindsightBias__Rag,HindsightBias,Rag,runtime_success_full_200_level2_audited,samples/HindsightBias/Rag,samples/HindsightBias/Rag,configured_full,2890.585,2026-05-22T19:16:36,2026-05-22T20:04:46,,,,samples/HindsightBias/Rag/config/simulation.yml,examples/HindsightBias/Rag/run_hindsightbias_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LTCMCollapse__Rule,LTCMCollapse,Rule,runtime_success_full_200_level2_audited,samples/LTCMCollapse/Rule,samples/LTCMCollapse/Rule,configured_full,40.005,2026-05-22T03:48:06,2026-05-22T03:48:46,,,,samples/LTCMCollapse/Rule/config/simulation.yml,examples/LTCMCollapse/Rule/run_ltcmcollapse.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LTCMCollapse__LLM,LTCMCollapse,LLM,runtime_success_full_200_level2_audited,samples/LTCMCollapse/LLM,samples/LTCMCollapse/LLM,configured_full,1910.24,2026-05-23T01:43:00,2026-05-23T02:14:50,,,,samples/LTCMCollapse/LLM/config/simulation.yml,examples/LTCMCollapse/LLM/run_ltcmcollapse_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LTCMCollapse__RuleLLM,LTCMCollapse,RuleLLM,runtime_success_full_200_level2_audited,samples/LTCMCollapse/RuleLLM,samples/LTCMCollapse/RuleLLM,configured_full,6911.512,2026-05-22T17:24:12,2026-05-22T19:19:24,,,,samples/LTCMCollapse/RuleLLM/config/simulation.yml,examples/LTCMCollapse/RuleLLM/run_ltcmcollapse_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LTCMCollapse__Rag,LTCMCollapse,Rag,runtime_success_full_200_level2_audited,samples/LTCMCollapse/Rag,samples/LTCMCollapse/Rag,configured_full,2980.594,2026-05-23T18:28:34,2026-05-23T19:18:14,,,,samples/LTCMCollapse/Rag/config/simulation.yml,examples/LTCMCollapse/Rag/run_ltcmcollapse_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LUNACollapse__Rule,LUNACollapse,Rule,runtime_success_full_200_level2_audited,samples/LUNACollapse/Rule,samples/LUNACollapse/Rule,configured_full,40.006,2026-05-22T03:48:46,2026-05-22T03:49:26,,,,samples/LUNACollapse/Rule/config/simulation.yml,examples/LUNACollapse/Rule/run_lunacollapse.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LUNACollapse__LLM,LUNACollapse,LLM,runtime_success_full_200_level2_audited,samples/LUNACollapse/LLM,samples/LUNACollapse/LLM,configured_full,1390.249,2026-05-23T02:15:00,2026-05-23T02:38:10,,,,samples/LUNACollapse/LLM/config/simulation.yml,examples/LUNACollapse/LLM/run_lunacollapse_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LUNACollapse__RuleLLM,LUNACollapse,RuleLLM,runtime_success_full_200_level2_audited,samples/LUNACollapse/RuleLLM,samples/LUNACollapse/RuleLLM,configured_full,910.139,2026-05-23T02:38:20,2026-05-23T02:53:30,,,,samples/LUNACollapse/RuleLLM/config/simulation.yml,examples/LUNACollapse/RuleLLM/run_lunacollapse_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LUNACollapse__Rag,LUNACollapse,Rag,runtime_success_full_200_level2_audited,samples/LUNACollapse/Rag,samples/LUNACollapse/Rag,configured_full,1680.304,2026-05-23T19:18:24,2026-05-23T19:46:24,,,,samples/LUNACollapse/Rag/config/simulation.yml,examples/LUNACollapse/Rag/run_lunacollapse_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LiquidityDryup__Rule,LiquidityDryup,Rule,runtime_success_full_200_level2_audited,samples/LiquidityDryup/Rule,samples/LiquidityDryup/Rule,configured_full,60.003,2026-05-22T03:43:02,2026-05-22T03:44:02,,,,samples/LiquidityDryup/Rule/config/simulation.yml,examples/LiquidityDryup/Rule/run_liquidity.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LiquidityDryup__LLM,LiquidityDryup,LLM,runtime_success_full_200_level2_audited,samples/LiquidityDryup/LLM,samples/LiquidityDryup/LLM,configured_full,11890.811,2026-05-22T04:45:22,2026-05-22T08:03:33,,,,samples/LiquidityDryup/LLM/config/simulation.yml,examples/LiquidityDryup/LLM/run_liquidity_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LiquidityDryup__RuleLLM,LiquidityDryup,RuleLLM,runtime_success_full_200_level2_audited,samples/LiquidityDryup/RuleLLM,samples/LiquidityDryup/RuleLLM,configured_full,17011.343,2026-05-22T04:59:44,2026-05-22T09:43:15,,,,samples/LiquidityDryup/RuleLLM/config/simulation.yml,examples/LiquidityDryup/RuleLLM/run_liquidity_dryup_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LiquidityDryup__Rag,LiquidityDryup,Rag,runtime_success_full_200_level2_audited,samples/LiquidityDryup/Rag,samples/LiquidityDryup/Rag,configured_full,16671.351,2026-05-22T05:07:29,2026-05-22T09:45:21,,,,samples/LiquidityDryup/Rag/config/simulation.yml,examples/LiquidityDryup/Rag/run_liquidity_dryup_ragllm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LossAversion__Rule,LossAversion,Rule,runtime_success_full_200_level2_audited,samples/LossAversion/Rule,samples/LossAversion/Rule,configured_full,60.004,2026-05-22T03:44:02,2026-05-22T03:45:02,,,,samples/LossAversion/Rule/config/simulation.yml,examples/LossAversion/Rule/run_lossaversion.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
