sample_id,scenario,mechanism,agent,total_rag_rounds,retrieval_success_rounds,retrieval_failure_rounds,retrieval_failure_rate,mean_retrieval_failure_rate,max_retrieval_failure_rate
MomentumEffect__Rag,MomentumEffect,Rag,ragllm_trend_follower_1,200,200,0,0.0,,
MomentumEffect__Rag,MomentumEffect,Rag,ragllm_trend_follower_2,200,200,0,0.0,,
OverconfidenceBias__Rag,OverconfidenceBias,Rag,aggregate,,,,,0.0,0.0
OverconfidenceBias__Rag,OverconfidenceBias,Rag,calibratedtrader,200,200,0,0.0,,
OverconfidenceBias__Rag,OverconfidenceBias,Rag,contrarianinvestor,200,200,0,0.0,,
OverconfidenceBias__Rag,OverconfidenceBias,Rag,noisetrader_1,200,200,0,0.0,,
OverconfidenceBias__Rag,OverconfidenceBias,Rag,noisetrader_2,200,200,0,0.0,,
OverconfidenceBias__Rag,OverconfidenceBias,Rag,overconfidenttrader_1,200,200,0,0.0,,
OverconfidenceBias__Rag,OverconfidenceBias,Rag,overconfidenttrader_2,200,200,0,0.0,,
OverconfidenceBias__Rag,OverconfidenceBias,Rag,selfattributor_1,200,200,0,0.0,,
OverconfidenceBias__Rag,OverconfidenceBias,Rag,selfattributor_2,200,200,0,0.0,,
RepresentativenessBias__Rag,RepresentativenessBias,Rag,aggregate,1600,1600,,,,
RepresentativenessBias__Rag,RepresentativenessBias,Rag,per_agent,,,,,,
ReversalEffect__Rag,ReversalEffect,Rag,aggregate,,,,,0.0,0.0
ReversalEffect__Rag,ReversalEffect,Rag,ragllm_contrarian_1,200,200,0,0.0,,
ReversalEffect__Rag,ReversalEffect,Rag,ragllm_contrarian_2,200,200,0,0.0,,
ReversalEffect__Rag,ReversalEffect,Rag,ragllm_contrarian_3,200,200,0,0.0,,
ReversalEffect__Rag,ReversalEffect,Rag,ragllm_momentum_chaser_1,200,200,0,0.0,,
ReversalEffect__Rag,ReversalEffect,Rag,ragllm_momentum_chaser_2,200,200,0,0.0,,
ReversalEffect__Rag,ReversalEffect,Rag,ragllm_momentum_chaser_3,200,200,0,0.0,,
ReversalEffect__Rag,ReversalEffect,Rag,ragllm_noise_1,200,200,0,0.0,,
ReversalEffect__Rag,ReversalEffect,Rag,ragllm_noise_2,200,200,0,0.0,,
ReversalEffect__Rag,ReversalEffect,Rag,ragllm_overconfident_1,200,200,0,0.0,,
ReversalEffect__Rag,ReversalEffect,Rag,ragllm_overconfident_2,200,200,0,0.0,,
ReversalEffect__Rag,ReversalEffect,Rag,ragllm_overconfident_3,200,200,0,0.0,,
ReversalEffect__Rag,ReversalEffect,Rag,ragllm_value_1,200,200,0,0.0,,
ReversalEffect__Rag,ReversalEffect,Rag,ragllm_value_2,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,aggregate,,,,,0.0,0.0
RumorSpread__Rag,RumorSpread,Rag,ragllm_distorting_relayer_1,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_distorting_relayer_2,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_distorting_relayer_3,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_fact_checker_1,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_fact_checker_2,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_gullible_spreader_1,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_gullible_spreader_2,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_gullible_spreader_3,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_gullible_spreader_4,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_gullible_spreader_5,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_skeptical_evaluator_1,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_skeptical_evaluator_2,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_skeptical_evaluator_3,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_uninformed_bystander_1,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_uninformed_bystander_2,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_uninformed_bystander_3,200,200,0,0.0,,
RumorSpread__Rag,RumorSpread,Rag,ragllm_uninformed_bystander_4,200,200,0,0.0,,
SVBBankRun__Rag,SVBBankRun,Rag,aggregate,,,,,0.0,0.0
SVBBankRun__Rag,SVBBankRun,Rag,bankmanager_1,200,200,0,0.0,,
SVBBankRun__Rag,SVBBankRun,Rag,bankmanager_2,200,200,0,0.0,,
SVBBankRun__Rag,SVBBankRun,Rag,bondtrader_1,200,200,0,0.0,,
SVBBankRun__Rag,SVBBankRun,Rag,bondtrader_2,200,200,0,0.0,,
SVBBankRun__Rag,SVBBankRun,Rag,depositor_1,200,200,0,0.0,,
SVBBankRun__Rag,SVBBankRun,Rag,depositor_2,200,200,0,0.0,,
SVBBankRun__Rag,SVBBankRun,Rag,depositor_3,200,200,0,0.0,,
SVBBankRun__Rag,SVBBankRun,Rag,depositor_4,200,200,0,0.0,,
SVBBankRun__Rag,SVBBankRun,Rag,regulator,200,200,0,0.0,,
SVBBankRun__Rag,SVBBankRun,Rag,socialmediainfluencer_1,200,200,0,0.0,,
SVBBankRun__Rag,SVBBankRun,Rag,socialmediainfluencer_2,200,200,0,0.0,,
ShortSqueeze__Rag,ShortSqueeze,Rag,aggregate,,,,,0.0,0.0
ShortSqueeze__Rag,ShortSqueeze,Rag,ragllm_institutional,200,200,0,0.0,,
ShortSqueeze__Rag,ShortSqueeze,Rag,ragllm_momentum_1,200,200,0,0.0,,
ShortSqueeze__Rag,ShortSqueeze,Rag,ragllm_momentum_2,200,200,0,0.0,,
ShortSqueeze__Rag,ShortSqueeze,Rag,ragllm_momentum_3,200,200,0,0.0,,
ShortSqueeze__Rag,ShortSqueeze,Rag,ragllm_retail_coord_1,200,200,0,0.0,,
ShortSqueeze__Rag,ShortSqueeze,Rag,ragllm_retail_coord_2,200,200,0,0.0,,
ShortSqueeze__Rag,ShortSqueeze,Rag,ragllm_retail_coord_3,200,200,0,0.0,,
ShortSqueeze__Rag,ShortSqueeze,Rag,ragllm_short_seller_1,200,200,0,0.0,,
ShortSqueeze__Rag,ShortSqueeze,Rag,ragllm_short_seller_2,200,200,0,0.0,,
ShortSqueeze__Rag,ShortSqueeze,Rag,ragllm_short_seller_3,200,200,0,0.0,,
ShortSqueeze__Rag,ShortSqueeze,Rag,ragllm_value_1,200,200,0,0.0,,
ShortSqueeze__Rag,ShortSqueeze,Rag,ragllm_value_2,200,200,0,0.0,,
SorosPound__Rag,SorosPound,Rag,aggregate,,,,,0.0,0.0
SorosPound__Rag,SorosPound,Rag,convergencetrader_1,200,200,0,0.0,,
SorosPound__Rag,SorosPound,Rag,convergencetrader_2,200,200,0,0.0,,
SorosPound__Rag,SorosPound,Rag,macrohedgefund_1,200,200,0,0.0,,
SorosPound__Rag,SorosPound,Rag,macrohedgefund_2,200,200,0,0.0,,
SorosPound__Rag,SorosPound,Rag,noisetrader_1,200,200,0,0.0,,
SorosPound__Rag,SorosPound,Rag,noisetrader_2,200,200,0,0.0,,
SorosPound__Rag,SorosPound,Rag,opportunistictrader_1,200,200,0,0.0,,
SorosPound__Rag,SorosPound,Rag,opportunistictrader_2,200,200,0,0.0,,
SorosPound__Rag,SorosPound,Rag,pegdefender,200,200,0,0.0,,
SouthSeaBubble__Rag,SouthSeaBubble,Rag,aggregate,,,,,0.0,0.0
SouthSeaBubble__Rag,SouthSeaBubble,Rag,arbitrageur_1,200,200,0,0.0,,
SouthSeaBubble__Rag,SouthSeaBubble,Rag,arbitrageur_2,200,200,0,0.0,,
SouthSeaBubble__Rag,SouthSeaBubble,Rag,insideradvantaged_1,200,200,0,0.0,,
SouthSeaBubble__Rag,SouthSeaBubble,Rag,insideradvantaged_2,200,200,0,0.0,,
SouthSeaBubble__Rag,SouthSeaBubble,Rag,narrativebeliever_1,200,200,0,0.0,,
SouthSeaBubble__Rag,SouthSeaBubble,Rag,narrativebeliever_2,200,200,0,0.0,,
SouthSeaBubble__Rag,SouthSeaBubble,Rag,narrativebeliever_3,200,200,0,0.0,,
SouthSeaBubble__Rag,SouthSeaBubble,Rag,noisetrader_1,200,200,0,0.0,,
SouthSeaBubble__Rag,SouthSeaBubble,Rag,noisetrader_2,200,200,0,0.0,,
SouthSeaBubble__Rag,SouthSeaBubble,Rag,skepticalanalyst_1,200,200,0,0.0,,
SouthSeaBubble__Rag,SouthSeaBubble,Rag,skepticalanalyst_2,200,200,0,0.0,,
StatusQuoBias__Rag,StatusQuoBias,Rag,aggregate,2400,2400,,,,
StatusQuoBias__Rag,StatusQuoBias,Rag,per_agent,,,,,,
SunkCostFallacy__Rag,SunkCostFallacy,Rag,aggregate,2400,2400,,,,
SunkCostFallacy__Rag,SunkCostFallacy,Rag,per_agent,,,,,,
TulipMania__Rag,TulipMania,Rag,aggregate,,,,,0.0,0.0
TulipMania__Rag,TulipMania,Rag,earlyexittrader_1,200,200,0,0.0,,
TulipMania__Rag,TulipMania,Rag,earlyexittrader_2,200,200,0,0.0,,
TulipMania__Rag,TulipMania,Rag,intrinsicvaluetrader_1,200,200,0,0.0,,
TulipMania__Rag,TulipMania,Rag,intrinsicvaluetrader_2,200,200,0,0.0,,
TulipMania__Rag,TulipMania,Rag,noisetrader_1,200,200,0,0.0,,
TulipMania__Rag,TulipMania,Rag,noisetrader_2,200,200,0,0.0,,
TulipMania__Rag,TulipMania,Rag,socialprooffollower_1,200,200,0,0.0,,
TulipMania__Rag,TulipMania,Rag,socialprooffollower_2,200,200,0,0.0,,
TulipMania__Rag,TulipMania,Rag,socialprooffollower_3,200,200,0,0.0,,
TulipMania__Rag,TulipMania,Rag,trendchaser_1,200,200,0,0.0,,
TulipMania__Rag,TulipMania,Rag,trendchaser_2,200,200,0,0.0,,
TulipMania__Rag,TulipMania,Rag,trendchaser_3,200,200,0,0.0,,
TulipMania__Rag,TulipMania,Rag,trendchaser_4,200,200,0,0.0,,
VolatilityClustering__Rag,VolatilityClustering,Rag,aggregate,,,,,0.0,0.0
VolatilityClustering__Rag,VolatilityClustering,Rag,ragllm_fundamentalist_1,200,200,0,0.0,,
VolatilityClustering__Rag,VolatilityClustering,Rag,ragllm_fundamentalist_2,200,200,0,0.0,,
VolatilityClustering__Rag,VolatilityClustering,Rag,ragllm_noise_trader_1,200,200,0,0.0,,
VolatilityClustering__Rag,VolatilityClustering,Rag,ragllm_noise_trader_2,200,200,0,0.0,,
VolatilityClustering__Rag,VolatilityClustering,Rag,ragllm_noise_trader_3,200,200,0,0.0,,
VolatilityClustering__Rag,VolatilityClustering,Rag,ragllm_slow_adapter,200,200,0,0.0,,
VolatilityClustering__Rag,VolatilityClustering,Rag,ragllm_trend_follower_1,200,200,0,0.0,,
VolatilityClustering__Rag,VolatilityClustering,Rag,ragllm_trend_follower_2,200,200,0,0.0,,
VolatilityClustering__Rag,VolatilityClustering,Rag,ragllm_trend_follower_3,200,200,0,0.0,,
VolatilityClustering__Rag,VolatilityClustering,Rag,ragllm_volatility_trader,200,200,0,0.0,,
Volmageddon__Rag,Volmageddon,Rag,aggregate,,,,,0.0,0.0
Volmageddon__Rag,Volmageddon,Rag,equity_trader_5_1,200,200,0,0.0,,
Volmageddon__Rag,Volmageddon,Rag,equity_trader_5_2,200,200,0,0.0,,
Volmageddon__Rag,Volmageddon,Rag,long_vol_hedger_3,200,200,0,0.0,,
Volmageddon__Rag,Volmageddon,Rag,short_vol_trader_1_1,200,200,0,0.0,,
Volmageddon__Rag,Volmageddon,Rag,short_vol_trader_1_2,200,200,0,0.0,,
Volmageddon__Rag,Volmageddon,Rag,vol_arbitrageur_4_1,200,200,0,0.0,,
Volmageddon__Rag,Volmageddon,Rag,vol_arbitrageur_4_2,200,200,0,0.0,,
Volmageddon__Rag,Volmageddon,Rag,vol_e_t_n_manager_2_1,200,200,0,0.0,,
Volmageddon__Rag,Volmageddon,Rag,vol_e_t_n_manager_2_2,200,200,0,0.0,,
